nome_titulo;titulo;data_ativacao_titulo;data_validade_titulo;cod_situacao;situacao;municipio;uf;processo;atividade;tipologia_licenciada;Latitude;Longitude;gerencia;situacao_processo;empreendimento;Localizacao;data_criacao_processo;ano_ativacao;ano_processo;estado;nome;ano_validade;pais;ponto;COUNT
Licença Prévia;1851;30/08/2021;01/03/2022;2;Ativo;Moju;PA;2021/0000000900;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Posto Revendedor, Posto Flutuante, Posto de Abastecimento, Posto Varejista de Querosene e Gasolina de Aviação;-1,989531;-48,609256;CIND;Em análise;MARBORGES AGROINDÚSTRIA LTDA;Moju,PA, Brasil;08/01/2021;2021;2021;PARA;Licença Prévia referente ao Processo 2021/0000000900;2022;BRASIL;POINT(-48.609256 -1.989531);1
Autorização;4763;17/08/2021;19/02/2022;2;Ativo;Belém;PA;2021/0000003989;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-1,453158;-48,478978;CINFAP;Deferido;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, MINERAÇÃO E ENERGIA - SEDEME;Belém,PA, Brasil;29/01/2021;2021;2021;PARA;AUTORIZAÇÃO PARA SERVIÇO DE TOPOGRAFIA E SONDAGEM PBA FERROVIA PARAENSE;2022;BRASIL;POINT(-48.478978 -1.453158);1
Autorização;4761;17/08/2021;19/02/2022;2;Ativo;Belém;PA;2021/0000003989;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressão de vegetação para o uso alternativo do solo em floresta primária;-1,453158;-48,478978;CINFAP;Deferido;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, MINERAÇÃO E ENERGIA - SEDEME;Belém,PA, Brasil;29/01/2021;2021;2021;PARA;AUTORIZAÇÃO PARA SERVIÇO DE TOPOGRAFIA E SONDAGEM PBA FERROVIA PARAENSE;2022;BRASIL;POINT(-48.478978 -1.453158);1
Autorização;4760;17/08/2021;19/02/2022;2;Ativo;Belém;PA;2021/0000003989;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Realização de estudo contemplando serviço topográfico e sondagem para empreendimentos lineares;-1,453158;-48,478978;CINFAP;Deferido;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, MINERAÇÃO E ENERGIA - SEDEME;Belém,PA, Brasil;29/01/2021;2021;2021;PARA;AUTORIZAÇÃO PARA SERVIÇO DE TOPOGRAFIA E SONDAGEM PBA FERROVIA PARAENSE;2022;BRASIL;POINT(-48.478978 -1.453158);1
Autorização;4790;02/09/2021;31/12/2021;2;Ativo;Santarém;PA;2021/0000021055;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Remoção de individuo arbóreo;-2,416944;-54,739417;NURE-SAN;Arquivado;PETRÓLEO SABBÁ S.A;Santarém,PA, Brasil;08/07/2021;2021;2021;PARA;Remoção de indivíduos arbóreos;2021;BRASIL;POINT(-54.739417 -2.416944);1
Licença de Instalação;3335;16/12/2022;23/09/2024;2;Ativo;Belém;PA;2021/0000016447;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Terminais de distribuição de combustíveis, Terminal Revendedor Retalhista (TRR), Terminal Transportador Retalhista e Bases de Distribuição de combustíveis e lubrificantes;-1,342556;-48,482033;CIND;Deferido;ATEM S DISTRIBUIDORA DE PETROLEO S.A;Belém,PA, Brasil;31/05/2021;2022;2021;PARA;Licença de Instalção com inclusão de píer;2024;BRASIL;POINT(-48.482033 -1.342556);1
Autorização;4966;27/04/2022;26/04/2027;2;Ativo;Brasil Novo;PA;2021/0000015207;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-2,792492;-52,905067;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Brasil Novo,PA, Brasil;19/05/2021;2022;2021;PARA;ASV referente a RDR - BR 230 Pontal - Zona Rural - ID 430022289;2027;BRASIL;POINT(-52.905067 -2.792492);1
Licença de Instalação;3254;27/04/2022;26/04/2027;2;Ativo;Brasil Novo;PA;2021/0000015207;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-2,792492;-52,905067;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Brasil Novo,PA, Brasil;19/05/2021;2022;2021;PARA;LI referente a RDR - BR 230 Pontal - Zona Rural - ID 430022289;2027;BRASIL;POINT(-52.905067 -2.792492);1
Autorização;4967;27/04/2022;26/04/2027;2;Ativo;Brasil Novo;PA;2021/0000015207;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,792492;-52,905067;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Brasil Novo,PA, Brasil;19/05/2021;2022;2021;PARA;Autorização de Manejo de Fauna referente a RDR - BR 230 Pontal - Zona Rural - ID;2027;BRASIL;POINT(-52.905067 -2.792492);1
Autorização;4874;02/12/2021;01/12/2026;2;Ativo;Anapu;PA;2021/0000009158;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-3,109025;-51,634278;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA;Anapu,PA, Brasil;19/03/2021;2021;2021;PARA;ASV referente a RDR - Estrada PA 167/Prolongamento do AP-02 - Licen. Ambiental;2026;BRASIL;POINT(-51.634278 -3.109025);1
Licença de Instalação;3218;02/12/2021;01/12/2026;2;Ativo;Anapu;PA;2021/0000009158;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-3,109025;-51,634278;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA;Anapu,PA, Brasil;19/03/2021;2021;2021;PARA;LI referente a RDR - Estrada PA 167/Prolongamento do AP-02 - Licen. Ambiental;2026;BRASIL;POINT(-51.634278 -3.109025);1
Autorização;4875;02/12/2021;01/12/2026;2;Ativo;Anapu;PA;2021/0000009158;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-3,109025;-51,634278;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA;Anapu,PA, Brasil;19/03/2021;2021;2021;PARA;Autorização de Manejo de Fauna referente a RDR - Estrada PA 167/Prolongamento do;2026;BRASIL;POINT(-51.634278 -3.109025);1
Licença de Instalação;3275;02/06/2022;01/06/2027;2;Ativo;Uruará;PA;2021/0000030395;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-3,504061;-53,298903;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Uruará,PA, Brasil;14/09/2021;2022;2021;PARA;Licença de Instalação de RDR;2027;BRASIL;POINT(-53.298903 -3.504061);1
Autorização;5006;02/06/2022;01/06/2027;2;Ativo;Uruará;PA;2021/0000030395;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-3,504061;-53,298903;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Uruará,PA, Brasil;14/09/2021;2022;2021;PARA;Autorização de Manejo de Fauna referente a RDR;2027;BRASIL;POINT(-53.298903 -3.504061);1
Autorização;4995;02/06/2022;01/06/2027;2;Ativo;Uruará;PA;2021/0000030395;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-3,504061;-53,298903;NURE-ALT;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA SA;Uruará,PA, Brasil;14/09/2021;2022;2021;PARA;ASV referente ao processo de RDR;2027;BRASIL;POINT(-53.298903 -3.504061);1
Licença de Instalação;3511;26/08/2024;08/11/2025;2;Ativo;Barcarena;PA;2021/0000033289;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação portuária dentro ou fora do porto organizado e terminal de uso privado para cargas em geral, incluindo perigosas;-1,511944;-48,701125;CINFAP;Em análise;HIDROVIAS DO BRASIL - VILA DO CONDE S.A.;Barcarena,PA, Brasil;04/10/2021;2024;2021;PARA;Retificação da Licença de Instalação;2025;BRASIL;POINT(-48.701125 -1.511944);1
Licença de Instalação;3447;15/01/2024;01/07/2025;2;Ativo;Marabá;PA;2022/0000005876;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Terminais de distribuição de combustíveis, Terminal Revendedor Retalhista (TRR), Terminal Transportador Retalhista e Bases de Distribuição de combustíveis e lubrificantes;-5,419417;-49,100528;NURE-MAR;Deferido;PETRÓLEO SABBÁ S.A;Marabá,PA, Brasil;21/02/2022;2024;2022;PARA;Emissão de L.I;2025;BRASIL;POINT(-49.100528 -5.419417);1
Licença de Instalação;3375;05/09/2023;03/09/2028;2;Ativo;Brasil Novo;PA;2022/0000006075;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-3,332914;-52,510286;NURE-ALT;Encaminhado;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Brasil Novo,PA, Brasil;22/02/2022;2023;2022;PARA;Licença de Instalação;2028;BRASIL;POINT(-52.510286 -3.332914);1
Licença de Instalação;3554;04/12/2024;18/04/2026;2;Ativo;Santarém;PA;2021/0000043398;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação portuária dentro ou fora do porto organizado e terminal de uso privado para cargas em geral, incluindo perigosas;-2,430694;-54,757861;NURE-SAN;Encaminhado;CALHA NORTE ADMINISTRACAO PORTUARIA LTDA;Santarém,PA, Brasil;23/12/2021;2024;2021;PARA;Alteração de titularidade;2026;BRASIL;POINT(-54.757861 -2.430694);1
Licença Prévia;1887;06/04/2022;28/03/2023;2;Ativo;Marabá;PA;2021/0000042858;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Posto Revendedor, Posto Flutuante, Posto de Abastecimento, Posto Varejista de Querosene e Gasolina de Aviação;-5,638719;-49,108056;NURE-MAR;Arquivado;NAVES COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA;Marabá,PA, Brasil;17/12/2021;2022;2021;PARA;Licença Prévia;2023;BRASIL;POINT(-49.108056 -5.638719);1
Autorização;5054;17/08/2022;13/02/2024;2;Ativo;Paragominas;PA;2022/0000017387;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-3,254072;-47,732767;GEMINA;Em análise;MINERAÇAO PARAGOMINAS S.A.;Paragominas,PA, Brasil;24/05/2022;2022;2022;PARA;ASV em 43,7612 hectares para obra dos 29 km do mineroduto (km 116 ao km 147);2024;BRASIL;POINT(-47.732767 -3.254072);1
Autorização;5790;05/03/2025;11/03/2026;2;Ativo;Paragominas;PA;2022/0000028885;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-2,571225;-47,743139;NURE-PARAG;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A - ID.440135683 - COERA 01 - TUCUMÃ;Paragominas,PA, Brasil;16/08/2022;2025;2022;PARA;LP, LI, ASV de RDR;2026;BRASIL;POINT(-47.743139 -2.571225);1
Licença Prévia;1983;05/03/2025;11/03/2025;2;Ativo;Paragominas;PA;2022/0000028885;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-2,571225;-47,743139;NURE-PARAG;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A - ID.440135683 - COERA 01 - TUCUMÃ;Paragominas,PA, Brasil;16/08/2022;2025;2022;PARA;Licença de Instalação para RDR;2025;BRASIL;POINT(-47.743139 -2.571225);1
Licença de Instalação;3592;05/03/2025;10/03/2029;2;Ativo;Paragominas;PA;2022/0000028885;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-2,571225;-47,743139;NURE-PARAG;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A - ID.440135683 - COERA 01 - TUCUMÃ;Paragominas,PA, Brasil;16/08/2022;2025;2022;PARA;LP, LI, ASV de RDR;2029;BRASIL;POINT(-47.743139 -2.571225);1
Licença de Instalação;3347;31/01/2023;25/05/2024;2;Ativo;Itaituba;PA;2022/0000015861;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-4,265428;-56,004511;NURE-SAN;Em análise;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A;Itaituba,PA, Brasil;13/05/2022;2023;2022;PARA;Licença de instalação Rede de distribuição rural;2024;BRASIL;POINT(-56.004511 -4.265428);1
Autorização;5413;21/12/2023;18/06/2024;2;Ativo;Dom Eliseu;PA;2022/0000042855;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Barragem e/ou dique para formação de açude e/ou perenização de lago;-4,235783;-47,724853;NURE-PARAG;Arquivado;FAZENDA ÁGUA NASCENTE - SUZANO S.A.;Dom Eliseu,PA, Brasil;05/12/2022;2023;2022;PARA;Implantação de manilhas;2024;BRASIL;POINT(-47.724853 -4.235783);1
Licença Prévia;2033;14/11/2024;19/02/2027;2;Ativo;Oriximiná;PA;2022/0000030815;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Linha de Subtransmissão;-1,721667;-55,867222;NURE-SAN;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A. LD-SE ORIXIMINÁ-TERRA SANTA-FARO;Oriximiná,PA, Brasil;26/08/2022;2024;2022;PARA;Alterção de Traçado;2027;BRASIL;POINT(-55.867222 -1.721667);1
Licença de Instalação;3539;14/11/2024;19/02/2027;2;Ativo;Oriximiná;PA;2022/0000030815;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Linha de Subtransmissão;-1,721667;-55,867222;NURE-SAN;Deferido;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A. LD-SE ORIXIMINÁ-TERRA SANTA-FARO;Oriximiná,PA, Brasil;26/08/2022;2024;2022;PARA;Alteração de traçado.;2027;BRASIL;POINT(-55.867222 -1.721667);1
Autorização;5411;12/01/2024;20/06/2024;2;Ativo;Benevides;PA;2023/0000032328;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Parques zoobotânicos;-1,306071;-48,317934;CINFAP;Licenciado;ALPHABIO CONSULTORIA AMBIENTAL LTDA;Benevides,PA, Brasil;19/07/2023;2024;2023;PARA;Solicitação de AU para exposição;2024;BRASIL;POINT(-48.3179338 -1.3060705);1
Autorização;5432;22/01/2024;03/09/2024;2;Ativo;Barcarena;PA;2023/0000051133;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação portuária dentro ou fora do porto organizado e terminal de uso privado para cargas em geral, incluindo perigosas;-1,545214;-48,745264;CINFAP;Encaminhado;CENTRAIS ELÉTRICAS BARCARENA S.A - CELBA;Barcarena,PA, Brasil;06/11/2023;2024;2023;PARA;Referente a AU de comissionamento;2024;BRASIL;POINT(-48.745264 -1.545214);1
Licença de Instalação;3573;24/01/2025;14/11/2025;2;Ativo;Paragominas;PA;2024/0000006206;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação/ substituição de tanques e/ou equipamentos com ou sem reforma;-2,98592;-47,454436;NURE-PARAG;Encaminhado;POSTO RODA VIVA LTDA;Paragominas,PA, Brasil;19/02/2024;2025;2024;PARA;Licença de Instalação;2025;BRASIL;POINT(-47.4544358253479 -2.98592025239577);1
Autorização;5683;22/10/2024;01/05/2026;2;Ativo;Barcarena;PA;2023/0000056281;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Dragagem, terraplanagem, aterro hidráulico e desassoreamento;-1,544379;-48,73033;GEIND;Encaminhado;ALUNORTE - ALUMINA DO NORTE DO BRASIL;Barcarena,PA, Brasil;11/12/2023;2024;2023;PARA;Autorização dragagem;2026;BRASIL;POINT(-48.7303304672241 -1.54437911032824);1
Autorização;5387;15/12/2023;26/09/2025;2;Ativo;Aurora Do Pará;PA;2023/0000043801;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-2,315;-47,92;CINFAP;Encaminhado;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A - ID:430040580;Aurora Do Pará,PA, Brasil;20/09/2023;2023;2023;PARA;Supressão vegetal para o deslocamento de uma linha de distribuição;2025;BRASIL;POINT(-47.92 -2.315);1
Licença Prévia;2011;01/07/2024;07/02/2025;2;Ativo;Paragominas;PA;2023/0000054814;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Extração de óleos brutos, de óleos de essências vegetais e de matérias graxas animais;-2,938861;-47,445444;NURE-PARAG;Arquivado;JUPARANA COMERCIAL AGRICOLA LTDA;Paragominas,PA, Brasil;29/11/2023;2024;2023;PARA;LICENÇA PREVIA EM SUBSTITUIÇAO A LP 1974/2024;2025;BRASIL;POINT(-47.445444 -2.938861);1
Autorização;5840;16/05/2025;09/04/2026;2;Ativo;Prainha;PA;2024/0000043624;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Captura, Coleta, Resgate, Transporte e Soltura de fauna silvestre, inclusive em área de supressão florestal;-2,600578;-53,396014;NURE-SAN;Em análise;A. E DE SOUZA PROMETIDA AGROFLORESTAL - FAZENDA AVEIRO;Prainha,PA, Brasil;18/10/2024;2025;2024;PARA;Autorização de Captura, Resgate, Coleta, Transporte e Soltura de Fauna Silvestre;2026;BRASIL;POINT(-53.396014 -2.600578);1
Licença de Instalação;3591;26/02/2025;27/02/2027;2;Ativo;Paragominas;PA;2024/0000027985;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Extração de óleos brutos, de óleos de essências vegetais e de matérias graxas animais;-2,938525;-47,445706;NURE-PARAG;Encaminhado;JUPARANA COMERCIAL AGRICOLA LTDA;Paragominas,PA, Brasil;11/07/2024;2025;2024;PARA;LICENÇA DE INSTALAÇÃO PARA ATIVIDADE DE EXTRAÇÃO DE ÓLEOS BRUTOS;2027;BRASIL;POINT(-47.445706 -2.938525);1
Licença Prévia;2047;31/01/2025;30/01/2030;2;Ativo;Itaituba;PA;2024/0000039667;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação portuária dentro ou fora do porto organizado e terminal de uso privado somente para cargas não perigosas;-4,370368;-56,066236;GEIND;Encaminhado;VIA MARIS NAVEGACAO E PORTOS S.A.;Itaituba,PA, Brasil;23/09/2024;2025;2024;PARA;Licença Prévia - LP - ETC-ViaMaris;2030;BRASIL;POINT(-56.0662357398909 -4.37036783808917);1
Autorização;5637;22/08/2024;03/09/2024;2;Ativo;Ananindeua;PA;2024/0000033194;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Transbordo de mercadorias / produtos ao largo;-1,345806;-48,346908;CINFAP;Encaminhado;CBAA - ASFALTOS LTDA;Ananindeua,PA, Brasil;13/08/2024;2024;2024;PARA;Autorização transbordo ao largo;2024;BRASIL;POINT(-48.3469077269801 -1.34580647475637);1
Autorização;5728;05/12/2024;03/12/2025;2;Ativo;Moju;PA;2024/0000033797;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Supressões de vegetação para o uso alternativo do solo em floresta secundária;-3,209331;-49,466569;CINFAP;Deferido;SECRETARIA DE ESTADO DE TRANSPORTES - SETRAN;Moju,PA, Brasil;19/08/2024;2024;2024;PARA;Autorização de Supressão Vegetal;2025;BRASIL;POINT(-49.466569 -3.209331);1
Licença de Instalação;3557;27/02/2025;22/11/2026;2;Ativo;Santarém;PA;2024/0000031865;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Barras, embocadura, retificação e abertura de canais;-2,4401;-54,682406;NURE-SAN;Em análise;PORTO UNA LTDA;Santarém,PA, Brasil;07/08/2024;2025;2024;PARA;Alteração de LI;2026;BRASIL;POINT(-54.682406 -2.4401);1
Licença Prévia;2059;25/02/2025;24/02/2026;2;Ativo;Aurora Do Pará;PA;2024/0000036108;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Rede de Distribuição Rural - RDR;-2,178;-47,736;NURE-PARAG;Arquivado;Equatorial Pará Distribuidora de Energia S.A - ID 430088482;Aurora Do Pará,PA, Brasil;30/08/2024;2025;2024;PARA;Referente a RDR;2026;BRASIL;POINT(-47.736 -2.178);1
Licença de Instalação;3621;10/06/2025;06/01/2026;2;Ativo;Paragominas;PA;2024/0000032142;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Fabricação de adubos, fertilizantes e corretivos do solo;-2,933111;-47,204375;NURE-PARAG;Deferido;G7 INDUSTRIA LTDA;Paragominas,PA, Brasil;07/08/2024;2025;2024;PARA;LICENÇA DE INSTALAÇAO PARA FÁBRICA DE BIOINSUMOS;2026;BRASIL;POINT(-47.2043745 -2.9331111);1
Licença Prévia;2064;18/03/2025;17/03/2030;2;Ativo;Abaetetuba;PA;2025/0000002599;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Armazém para grãos/cereais c/ beneficiamento;-1,642289;-48,83165;CIND;Encaminhado;BIO ENERGIA DA AMAZONIA LTDA;Abaetetuba,PA, Brasil;21/01/2025;2025;2025;PARA;Licença Prévia;2030;BRASIL;POINT(-48.83165 -1.642289);1
Autorização;5936;25/08/2025;21/02/2026;2;Ativo;Canaã Dos Carajás;PA;2025/0000027874;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Ponte e pontilhão;-6,443758;-50,037747;GEMIM;Encaminhado;SALOBO METAIS S.A;Canaã Dos Carajás,PA, Brasil;04/07/2025;2025;2025;PARA;Deferir Autorização para construção de primeira etapa da ponte sobre o rio Parau;2026;BRASIL;POINT(-50.037747 -6.443758);1
Licença de Operação;11797;23/07/2019;27/03/2022;2;Ativo;Santarém;PA;2013/0000004453;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Terminais de distribuição de combustíveis, Terminal Revendedor Retalhista (TRR), Terminal Transportador Retalhista e Bases de Distribuição de combustíveis e lubrificantes;-2,416944;-54,739417;NURE-SAN;Deferido;PETRÓLEO SABBÁ S.A;Santarém,PA, Brasil;21/02/2013;2019;2013;PARA;retificação de LO;2022;BRASIL;POINT(-54.739417 -2.416944);1
Licença de Operação;13846;07/12/2022;28/07/2025;2;Ativo;Garrafão Do Norte;PA;2013/0000026777;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Extração de óleos brutos, de óleos de essências vegetais e de matérias graxas animais;-1,934528;-47,052922;CIND;Arquivado;MARTINS BORGES AGROINDÚSTRIA LTDA;Garrafão Do Norte,PA, Brasil;22/08/2013;2022;2013;PARA;Retificação II;2025;BRASIL;POINT(-47.052922 -1.934528);1
Licença de Operação;12911;20/07/2021;25/08/2021;2;Ativo;Santarém;PA;2014/0000017460;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Instalação portuária dentro ou fora do porto organizado e terminal de uso privado para cargas em geral, incluindo perigosas;-2,430694;-54,757861;NURE-SAN;Arquivado;CALHA NORTE ADMINISTRACAO PORTUARIA LTDA;Santarém,PA, Brasil;13/06/2014;2021;2014;PARA;Alteração de razão social;2021;BRASIL;POINT(-54.757861 -2.430694);1
Licença de Operação;11576;01/03/2019;09/05/2020;2;Ativo;Jacareacanga;PA;2015/0000002882;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Lavra Garimpeira;-5,747319;-57,340378;NURE-ITA;Deferido;COOPERATIVA DOS GARIMPEIROS DA AMAZÔNIA - COOGAM;Jacareacanga,PA, Brasil;03/02/2015;2019;2015;PARA;Retificar a LO nº 11147/2018;2020;BRASIL;POINT(-57.340378 -5.747319);1
Licença de Operação;11590;22/03/2019;09/05/2020;2;Ativo;Jacareacanga;PA;2015/0000002879;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Lavra Garimpeira;-5,878558;-57,521611;NURE-ITA;Deferido;COOPERATIVA DOS GARIMPEIROS DA AMAZÔNIA - COOGAM;Jacareacanga,PA, Brasil;03/02/2015;2019;2015;PARA;Retificação da LO N° 11145/2018;2020;BRASIL;POINT(-57.521611 -5.878558);1
Licença de Operação;11577;01/03/2019;09/05/2020;2;Ativo;Itaituba;PA;2015/0000002885;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Lavra Garimpeira;-5,570092;-57,187442;NURE-ITA;Deferido;COOPERATIVA DOS GARIMPEIROS DA AMAZÔNIA - COOGAM;Itaituba,PA, Brasil;03/02/2015;2019;2015;PARA;Retificar a LO Nº 11146/2018;2020;BRASIL;POINT(-57.187442 -5.570092);1
Licença de Operação;11587;22/03/2019;09/05/2020;2;Ativo;Jacareacanga;PA;2015/0000002876;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Lavra Garimpeira;-6,403083;-58,025503;NURE-ITA;Arquivado;COOPERATIVA DOS GARIMPEIROS DA AMAZÔNIA - COOGAM;Jacareacanga,PA, Brasil;03/02/2015;2019;2015;PARA;Retificação da LO n° 11144/2018;2020;BRASIL;POINT(-58.025503 -6.403083);1
Licença de Operação;11575;01/03/2019;09/05/2020;2;Ativo;Itaituba;PA;2015/0000002888;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Lavra Garimpeira;-5,318214;-56,981942;NURE-ITA;Deferido;COOPERATIVA DOS GARIMPEIROS DA AMAZÔNIA - COOGAM;Itaituba,PA, Brasil;03/02/2015;2019;2015;PARA;Retificar LO nº 11139/2018;2020;BRASIL;POINT(-56.981942 -5.318214);1
Licença de Operação;14093;07/06/2023;23/10/2023;2;Ativo;Almeirim;PA;2015/0000024078;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Terminais de distribuição de combustíveis, Terminal Revendedor Retalhista (TRR), Terminal Transportador Retalhista e Bases de Distribuição de combustíveis e lubrificantes;-0,917278;-52,426028;CIND;Arquivado;IPIRANGA PRODUTOS DE PETROLEO SA;Almeirim,PA, Brasil;17/08/2015;2023;2015;PARA;LICENCIAMENTO AMBIENTAL DE BASE DE COMBUSTÍVEIS;2023;BRASIL;POINT(-52.426028 -.917278);1
Licença de Operação;12550;23/12/2020;05/04/2021;2;Ativo;Curionópolis;PA;2016/0000000879;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Extração de Minerais metálicos (Ouro/Cobre/Ferro/etc);-6,086825;-49,653722;NURE-MAR;Deferido;CELESTA MINERAÇÃO S.A.;Curionópolis,PA, Brasil;13/01/2016;2020;2016;PARA;RETIFICAÇÃO LO 10570/2017;2021;BRASIL;POINT(-49.653722 -6.086825);1
Licença de Operação;12063;10/02/2020;18/12/2021;2;Ativo;Juruti;PA;2016/0000036637;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Terminais de distribuição de combustíveis, Terminal Revendedor Retalhista (TRR), Terminal Transportador Retalhista e Bases de Distribuição de combustíveis e lubrificantes;-2,162389;-56,096853;NURE-SAN;Arquivado;REBELO E MARINHO;Juruti,PA, Brasil;07/10/2016;2020;2016;PARA;Concessão de LO com inclusão de embarcação;2021;BRASIL;POINT(-56.096853 -2.162389);1
Licença de Operação;15063;06/08/2024;05/08/2029;2;Ativo;Marabá;PA;2016/0000028158;SEM ATIVIDADE PRINCIPAL ASSOCIADA;Aeroporto;-5,371516;-49,136954;CINFAP;Encaminhado;BLOCO DOS ONZE AEROPORTOS DO BRASIL S.A;Marabá,PA, Brasil;03/08/2016;2024;2016;PARA;Licença Ambiental;2029;BRASIL;POINT(-49.1369540327415 -5.37151563333658);1
